Watershed,Waterbody,Latitude,Longitude,dDATE,nDO,nPH,nTEMP,nSPCOND,nTDS,nDEPTH
Connecticut,Bachelor Brook,42.27015317,-72.58689462,2008-07-30,7.9,7.1,22.4,113.0,72.0,
Connecticut,Mill River,42.31899322,-72.66514075,2008-07-25,8.8,7.1,20.6,76.0,49.0,0.7
Connecticut,Mill River,42.31899322,-72.66514075,2008-07-30,9.1,7.2,20.2,99.0,63.0,
Connecticut,Manhan River,42.28349688,-72.64060074,2008-07-25,8.2,6.8,21.0,117.0,75.0,3.7
Connecticut,Manhan River,42.28349688,-72.64060074,2008-07-30,7.7,6.9,21.5,133.0,85.0,
Connecticut,Mill River,42.0941279,-72.56911519,2008-07-25,8.2,6.9,22.1,140.0,90.0,0.4
Connecticut,Mill River,42.0941279,-72.56911519,2008-07-30,7.4,7.4,24.8,165.0,106.0,
Connecticut,Longmeadow Brook,42.03629979,-72.58362237,2008-07-25,6.9,6.8,24.7,167.0,107.0,0.3
Connecticut,Longmeadow Brook,42.03629979,-72.58362237,2008-07-30,7.6,6.9,24.2,262.0,168.0,
Connecticut,Fourmile Brook,42.61633757,-72.47760491,2008-07-29,9.3,6.8,16.9,54.0,35.0,0.1
Connecticut,Fall River,42.62058327,-72.54988746,2008-07-29,9.7,7.1,16.1,116.0,74.0,0.3
Connecticut,Sawmill River,42.54256341,-72.54911946,2008-07-29,8.8,6.8,19.4,63.0,40.0,0.4
Connecticut,Connecticut River,42.4675985,-72.58479003,2008-07-29,8.3,7.0,21.2,80.0,51.0,0.9
Connecticut,Mill River,42.46908025,-72.64150009,2008-07-29,7.0,7.0,20.6,171.0,110.0,0.2
Connecticut,Roaring Brook,42.46068291,-72.64354654,2008-07-29,8.7,7.7,20.3,105.0,67.0,0.2
Connecticut,Long Plain Brook,42.43425873,-72.5456543,2008-07-29,,,,,,
Connecticut,Russellville Brook,42.41180813,-72.56712264,2008-07-29,7.5,6.6,16.0,162.0,104.0,
Connecticut,Amethyst Brook,42.37833321,-72.48171021,2008-07-29,8.8,6.0,19.0,43.0,28.0,
Connecticut,Hop Brook,42.34204868,-72.49358561,2008-07-29,4.1,6.1,21.5,82.0,52.0,
Connecticut,Fort River,42.35565015,-72.52065447,2008-07-29,7.0,6.3,20.4,77.0,49.0,
Connecticut,North Branch Manhan River,42.26682544,-72.69715369,2008-07-29,8.2,6.8,19.9,90.0,58.0,
Connecticut,Manhan River,42.24110163,-72.70536039,2008-07-29,7.9,7.0,22.8,96.0,61.0,
Connecticut,Moose Brook,42.21445745,-72.72427576,2008-07-29,8.6,7.3,17.8,255.0,163.0,
Connecticut,Stony Brook,42.25114445,-72.55943838,2008-07-29,,6.6,21.6,108.0,70.0,0.3
Connecticut,Unnamed Tributary,42.19117381,-72.59881607,2008-07-29,,7.3,19.0,294.0,191.0,0.1
Connecticut,Scantic River,42.04831597,-72.45399124,2008-07-29,,6.8,19.3,79.0,51.0,0.8
Connecticut,Connecticut River,41.98731263,-72.60535567,2008-07-29,,7.1,21.6,86.0,56.0,0.7
Connecticut,Lampson Brook,42.28189876,-72.42726497,2008-09-05,8.8,7.6,18.3,398.0,255.0,
Connecticut,Lampson Brook,42.28189876,-72.42726497,2008-09-10,9.3,,15.8,,,
Connecticut,Weston Brook,42.27107608,-72.44986375,2008-09-05,7.6,7.1,18.3,342.0,219.0,
Connecticut,Weston Brook,42.27107608,-72.44986375,2008-09-10,6.9,,15.7,,,
Connecticut,Mill River,42.38639934,-72.5503928,2008-09-05,7.5,6.8,20.0,231.0,148.0,
Connecticut,Mill River,42.38639934,-72.5503928,2008-09-10,7.7,,16.1,,,
Connecticut,Mill River,42.0941279,-72.56911519,2008-09-05,7.0,8.3,23.6,324.0,207.0,
Connecticut,Mill River,42.0941279,-72.56911519,2008-09-10,8.6,,20.1,,,
Connecticut,Longmeadow Brook,42.03629979,-72.58362237,2008-09-05,7.6,6.9,23.2,319.0,204.0,
Connecticut,Longmeadow Brook,42.03629979,-72.58362237,2008-09-10,8.4,,17.1,,,
Connecticut,Fourmile Brook,42.61633757,-72.47760491,2008-09-09,10.1,,15.6,,,0.2
Connecticut,Fall River,42.62058327,-72.54988746,2008-09-09,10.3,,15.0,,,0.9
Connecticut,Sawmill River,42.54256341,-72.54911946,2008-09-09,9.2,,18.7,,,1.7
Connecticut,Connecticut River,42.4675985,-72.58479003,2008-09-09,8.0,,22.1,,,1.2
Connecticut,Mill River,42.46908025,-72.64150009,2008-09-09,6.8,,17.8,,,0.2
Connecticut,Roaring Brook,42.46068291,-72.64354654,2008-09-09,9.0,,17.6,,,0.1
Connecticut,Long Plain Brook,42.43425873,-72.5456543,2008-09-09,,,,,,
Connecticut,Russellville Brook,42.41180813,-72.56712264,2008-09-09,7.2,6.6,14.6,160.0,102.0,
Connecticut,Amethyst Brook,42.37833321,-72.48171021,2008-09-09,9.1,6.0,17.3,45.0,28.0,
Connecticut,Hop Brook,42.34204868,-72.49358561,2008-09-09,5.0,5.9,18.2,71.0,46.0,
Connecticut,Fort River,42.35565015,-72.52065447,2008-09-09,7.3,6.2,17.7,81.0,52.0,
Connecticut,North Branch Manhan River,42.26682544,-72.69715369,2008-09-09,8.6,6.7,16.2,86.0,55.0,
Connecticut,Manhan River,42.24110163,-72.70536039,2008-09-09,8.2,6.7,18.2,90.0,58.0,
Connecticut,Moose Brook,42.21445745,-72.72427576,2008-09-09,8.6,6.9,15.9,158.0,101.0,
Connecticut,Stony Brook,42.25114445,-72.55943838,2008-09-09,5.4,6.6,19.1,89.0,58.0,0.3
Connecticut,Unnamed Tributary,42.19117381,-72.59881607,2008-09-09,10.4,6.9,17.2,,,0.3
Connecticut,Scantic River,42.04831597,-72.45399124,2008-09-09,9.6,6.7,16.5,78.0,51.0,0.6
Connecticut,Connecticut River,41.98731263,-72.60535567,2008-09-09,,,,,,
Connecticut,Longmeadow Brook,42.03629979,-72.58362237,2008-05-06,9.8,7.1,15.8,286.0,183.0,0.3
Connecticut,Temple Brook,42.0512394,-72.3850485,2009-07-15,,,16.0,,,
Connecticut,Temple Brook,42.0512394,-72.3850485,2009-09-30,,,12.2,,,
Chicopee,Sevenmile River,42.23246451,-72.0163834,2008-05-20,9.6,6.5,11.2,125.0,81.0,0.2
Chicopee,East Brookfield River,42.22570961,-72.04999618,2008-05-20,10.4,6.9,14.4,72.0,47.0,0.3
Chicopee,Dunn Brook,42.21540546,-72.07824828,2008-05-20,8.8,6.7,13.1,171.0,111.0,0.4
Chicopee,Quaboag River,42.22870146,-72.14937365,2008-05-20,10.9,7.0,14.3,116.0,75.0,0.1
Chicopee,Quaboag River,42.21007678,-72.24555871,2008-05-20,10.8,7.1,14.1,109.0,71.0,0.5
Chicopee,Quaboag River,42.19324712,-72.26392886,2008-05-20,10.8,7.2,14.2,110.0,72.0,0.8
Chicopee,Kings Brook,42.16171173,-72.26845965,2008-05-20,11.4,7.0,11.8,87.0,56.0,0.1
Chicopee,East Branch Ware River,42.45425813,-71.95072628,2008-05-20,9.6,6.3,11.8,60.0,38.0,0.2
Chicopee,Ware River,42.39041919,-72.08027064,2008-05-20,8.8,6.1,13.2,88.0,56.0,0.9
Chicopee,Ware River,42.28485171,-72.21589977,2008-05-20,9.6,6.7,15.0,98.0,63.0,0.4
Chicopee,Conant Brook,42.08471748,-72.31065881,2008-05-20,10.5,6.6,10.6,62.0,40.0,0.4
Chicopee,Chicopee Brook,42.1313561,-72.31002915,2008-05-20,10.3,6.6,10.3,119.0,76.0,0.4
Chicopee,Chicopee River,42.15037455,-72.60763627,2008-05-20,10.3,7.1,14.9,116.0,74.0,0.1
Chicopee,Ware River,42.20455082,-72.31865025,2008-05-20,9.4,6.5,12.7,105.0,67.0,1.0
Chicopee,Swift River,42.24326567,-72.33476023,2008-05-20,10.9,6.5,10.9,47.0,30.0,1.0
Chicopee,Quaboag River,42.17981897,-72.36400692,2008-05-20,10.3,6.9,13.0,127.0,81.0,1.1
Chicopee,Bottle Brook,42.15339532,-72.26179872,2008-05-20,10.8,6.9,10.5,64.0,41.0,0.2
Chicopee,Sevenmile River,42.24999541,-72.0084457,2008-05-20,10.7,6.5,11.1,115.0,75.0,0.6
Chicopee,Turkey Hill Brook,42.26297752,-71.99318259,2008-06-13,9.0,6.9,16.1,146.0,93.0,0.4
Chicopee,Turkey Hill Brook,42.26297752,-71.99318259,2008-06-16,8.9,6.9,16.6,142.0,91.0,0.3
Chicopee,Sevenmile River,42.26477944,-72.00491606,2008-06-13,8.2,6.8,17.4,95.0,61.0,0.2
Chicopee,Sevenmile River,42.26477944,-72.00491606,2008-06-16,8.1,6.8,18.0,89.0,57.0,0.3
Chicopee,Sevenmile River,42.23246451,-72.0163834,2008-06-13,5.6,6.4,18.2,155.0,99.0,0.3
Chicopee,Sevenmile River,42.23246451,-72.0163834,2008-06-16,5.9,6.4,17.7,145.0,93.0,0.4
Chicopee,East Brookfield River,42.22570961,-72.04999618,2008-06-13,7.7,7.0,24.4,72.0,46.0,0.3
Chicopee,East Brookfield River,42.22570961,-72.04999618,2008-06-16,7.7,7.0,22.6,73.0,47.0,0.2
Chicopee,Forget-Me-Not Brook,42.24816753,-72.07425385,2008-06-13,8.7,6.9,15.6,247.0,158.0,0.1
Chicopee,Forget-Me-Not Brook,42.24816753,-72.07425385,2008-06-16,8.5,6.9,15.9,242.0,155.0,0.1
Chicopee,Forget-Me-Not Brook,42.2449869,-72.07374903,2008-06-13,7.9,7.6,18.4,513.0,328.0,0.3
Chicopee,Forget-Me-Not Brook,42.2449869,-72.07374903,2008-06-16,8.3,7.6,16.7,399.0,255.0,0.2
Chicopee,Dunn Brook,42.21540546,-72.07824828,2008-06-13,3.9,6.6,19.9,200.0,128.0,0.3
Chicopee,Dunn Brook,42.21540546,-72.07824828,2008-06-16,2.9,6.6,18.3,202.0,129.0,0.4
Chicopee,Quaboag River,42.18142994,-72.26354268,2008-06-13,8.3,7.5,25.3,121.0,78.0,0.3
Chicopee,Quaboag River,42.18142994,-72.26354268,2008-06-16,8.6,7.4,20.0,124.0,79.0,0.4
Chicopee,Chicopee Brook,42.1010427,-72.31335538,2008-06-16,9.3,6.9,16.6,102.0,65.0,0.2
Chicopee,Chicopee Brook,42.1010427,-72.31335538,2008-06-18,9.6,6.6,15.0,86.0,55.0,0.2
Chicopee,Chicopee Brook,42.1313561,-72.31002915,2008-06-16,8.9,6.8,17.3,121.0,78.0,0.6
Chicopee,Chicopee Brook,42.1313561,-72.31002915,2008-06-18,9.2,6.5,15.2,102.0,66.0,0.6
Chicopee,Twelvemile Brook,42.14809093,-72.40009284,2008-06-16,8.6,7.0,19.1,142.0,91.0,0.4
Chicopee,Twelvemile Brook,42.14809093,-72.40009284,2008-06-18,9.1,7.0,17.0,128.0,82.0,0.3
Chicopee,Chicopee River,42.16060737,-72.51019767,2008-06-16,8.4,7.2,22.2,125.0,80.0,0.4
Chicopee,Chicopee River,42.16060737,-72.51019767,2008-06-18,8.8,7.2,20.9,126.0,81.0,0.5
Chicopee,Chicopee River,42.15729931,-72.40951214,2008-06-16,7.2,6.7,20.5,118.0,76.0,0.6
Chicopee,Chicopee River,42.15729931,-72.40951214,2008-06-18,8.5,6.9,19.7,113.0,72.0,0.4
Chicopee,Chicopee River,42.17771167,-72.37458989,2008-06-16,9.0,7.2,19.6,133.0,85.0,0.7
Chicopee,Chicopee River,42.17771167,-72.37458989,2008-06-18,9.3,7.1,17.9,123.0,79.0,0.6
Chicopee,Quaboag River,42.17314464,-72.34600381,2008-06-16,9.0,7.1,19.8,157.0,100.0,0.2
Chicopee,Quaboag River,42.17314464,-72.34600381,2008-06-18,9.4,7.0,18.1,140.0,89.0,0.2
Chicopee,Ware River,42.19155828,-72.34983401,2008-06-16,8.2,7.0,21.1,132.0,84.0,0.2
Chicopee,Ware River,42.19155828,-72.34983401,2008-06-18,8.8,7.1,20.3,130.0,83.0,0.3
Chicopee,East Branch Ware River,42.45425813,-71.95072628,2008-06-13,8.3,6.6,18.3,67.0,43.0,0.2
Chicopee,East Branch Ware River,42.45425813,-71.95072628,2008-06-16,8.4,6.6,17.9,68.0,44.0,0.2
Chicopee,Burnshirt River,42.43628983,-72.05266962,2008-06-13,8.5,6.3,17.6,57.0,37.0,0.2
Chicopee,Burnshirt River,42.43628983,-72.05266962,2008-06-16,8.5,6.3,18.0,55.0,35.0,0.3
Chicopee,Ware River,42.42038826,-72.04817823,2008-06-13,8.1,6.6,19.4,108.0,69.0,0.5
Chicopee,Ware River,42.42038826,-72.04817823,2008-06-16,8.0,6.5,18.1,99.0,63.0,0.4
Chicopee,Prince River,42.40850857,-72.09668399,2008-06-13,8.4,6.4,16.0,224.0,144.0,0.2
Chicopee,Prince River,42.40850857,-72.09668399,2008-06-16,8.6,6.5,15.9,238.0,152.0,0.2
Chicopee,Ware River,42.39121389,-72.0645552,2008-06-13,8.3,6.6,21.9,113.0,72.0,0.2
Chicopee,Ware River,42.39121389,-72.0645552,2008-06-16,8.7,6.5,19.4,115.0,73.0,0.3
Chicopee,Moose Brook,42.37234805,-72.16222662,2008-06-13,8.1,7.0,20.3,84.0,54.0,0.1
Chicopee,Moose Brook,42.37234805,-72.16222662,2008-06-16,8.4,7.0,19.1,85.0,54.0,0.1
Chicopee,Ware River,42.34355006,-72.15714041,2008-06-13,7.6,6.6,23.1,117.0,75.0,0.4
Chicopee,Ware River,42.34355006,-72.15714041,2008-06-16,7.2,6.6,20.6,125.0,80.0,0.5
Chicopee,Ware River,42.32097918,-72.17469434,2008-06-16,8.2,6.7,20.4,122.0,78.0,1.2
Chicopee,Ware River,42.32097918,-72.17469434,2008-06-18,8.2,6.5,18.0,126.0,80.0,0.9
Chicopee,Ware River,42.31010851,-72.21195504,2008-06-16,8.8,7.1,19.8,121.0,78.0,0.5
Chicopee,Ware River,42.31010851,-72.21195504,2008-06-18,8.9,6.9,17.7,124.0,80.0,0.5
Chicopee,Ware River,42.23872578,-72.285755,2008-06-16,8.8,7.0,20.9,132.0,84.0,0.2
Chicopee,Ware River,42.23872578,-72.285755,2008-06-18,8.8,6.9,18.5,123.0,79.0,0.3
Chicopee,Swift River,42.2107065,-72.34642165,2008-06-16,9.4,6.7,17.2,49.0,32.0,0.6
Chicopee,Swift River,42.2107065,-72.34642165,2008-06-18,9.6,6.5,16.3,50.0,32.0,0.7
Chicopee,Swift River,42.24326567,-72.33476023,2008-06-16,10.0,6.7,16.2,48.0,30.0,1.3
Chicopee,Swift River,42.24326567,-72.33476023,2008-06-18,9.7,6.4,15.0,48.0,31.0,1.2
Chicopee,Swift River,42.26797538,-72.33276108,2008-06-16,9.8,6.7,16.2,46.0,30.0,0.5
Chicopee,Swift River,42.26797538,-72.33276108,2008-06-18,9.5,6.5,15.9,47.0,30.0,0.5
Chicopee,Jabish Brook,42.28281296,-72.39284073,2008-06-16,9.1,6.7,16.4,201.0,129.0,0.1
Chicopee,Jabish Brook,42.28281296,-72.39284073,2008-06-18,9.7,6.6,14.3,169.0,108.0,0.1
Chicopee,Sevenmile River,42.24999541,-72.0084457,2008-06-17,8.4,6.6,16.8,133.0,87.0,0.4
Chicopee,Quaboag River,42.22870146,-72.14937365,2008-06-17,7.7,6.6,21.2,134.0,87.0,0.1
Chicopee,Quaboag River,42.21007678,-72.24555871,2008-06-17,9.0,7.3,20.8,112.0,73.0,0.4
Chicopee,Quaboag River,42.19324712,-72.26392886,2008-06-17,9.2,7.6,21.2,117.0,76.0,0.1
Chicopee,Kings Brook,42.16171173,-72.26845965,2008-06-17,9.9,7.2,16.3,119.0,77.0,0.0
Chicopee,East Branch Ware River,42.45425813,-71.95072628,2008-06-17,8.5,6.6,17.6,70.0,45.0,0.2
Chicopee,Ware River,42.39041919,-72.08027064,2008-06-17,8.2,6.4,19.8,116.0,74.0,0.4
Chicopee,Ware River,42.28485171,-72.21589977,2008-06-17,9.3,7.3,20.8,122.0,78.0,0.2
Chicopee,Conant Brook,42.08471748,-72.31065881,2008-06-17,9.7,6.8,16.0,56.0,36.0,0.2
Chicopee,Chicopee Brook,42.12431568,-72.30748854,2008-06-17,9.2,6.7,16.2,87.0,56.0,0.2
Chicopee,Chicopee River,42.16060737,-72.51019767,2008-06-17,8.7,7.0,21.3,121.0,77.0,1.3
Chicopee,Chicopee River,42.15037455,-72.60763627,2008-06-17,8.8,7.2,21.8,142.0,91.0,0.6
Chicopee,Ware River,42.20455082,-72.31865025,2008-06-17,7.2,6.5,19.1,130.0,83.0,0.4
Chicopee,Quaboag River,42.17981897,-72.36400692,2008-06-17,8.6,6.9,17.9,127.0,81.0,1.0
Chicopee,Bottle Brook,42.15339532,-72.26179872,2008-06-17,9.0,6.8,16.6,90.0,57.0,0.2
Chicopee,East Branch Fever Brook,42.48792791,-72.21647477,2008-07-01,4.8,5.4,21.8,130.0,84.0,0.2
Chicopee,West Branch Fever Brook,42.46843526,-72.25884802,2008-07-01,5.8,6.0,23.3,66.0,42.0,0.1
Chicopee,East Branch Fever Brook,42.46258282,-72.24561712,2008-07-01,7.6,6.3,22.7,60.0,38.0,0.4
Chicopee,Unnamed Tributary,42.49092717,-72.17095628,2008-07-01,8.2,6.9,21.4,244.0,156.0,0.1
Chicopee,Moccasin Brook,42.47162474,-72.16210768,2008-07-01,8.1,6.5,20.8,36.0,23.0,0.2
Chicopee,East Branch Swift River,42.43816198,-72.20732375,2008-07-01,8.2,6.8,22.5,74.0,47.0,0.3
Chicopee,Unnamed Tributary,42.29088748,-72.33717325,2008-07-01,7.9,7.1,20.8,75.0,48.0,0.1
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,8.1,6.4,25.8,35.0,23.0,0.6
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,8.0,6.4,25.5,35.0,22.0,1.5
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,8.8,6.2,22.8,35.0,23.0,4.1
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,12.1,6.1,15.4,34.0,22.0,6.1
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,12.2,5.7,11.3,34.0,22.0,7.5
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,10.8,5.3,8.5,34.0,22.0,9.0
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,9.5,5.2,7.5,34.0,22.0,10.1
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,8.4,5.1,6.8,34.0,22.0,11.3
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,6.8,5.0,6.5,34.0,22.0,12.1
Chicopee,Asnacomet Pond,42.45975116,-71.9846416,2008-07-08,4.4,5.0,6.2,35.0,22.0,13.6
Chicopee,Chicopee River/Red Bridge Impoundment,42.17819838,-72.40808521,2008-07-10,7.5,6.9,25.9,122.0,78.0,0.5
Chicopee,Chicopee River/Red Bridge Impoundment,42.17819838,-72.40808521,2008-07-10,7.0,6.8,25.0,123.0,78.0,1.5
Chicopee,Chicopee River/Red Bridge Impoundment,42.17819838,-72.40808521,2008-07-10,6.5,6.6,23.8,122.0,78.0,3.0
Chicopee,Chicopee River/Red Bridge Impoundment,42.17819838,-72.40808521,2008-07-10,6.5,6.4,22.2,116.0,74.0,4.9
Chicopee,Chicopee River/Red Bridge Impoundment,42.17819838,-72.40808521,2008-07-10,5.7,6.3,19.8,113.0,72.0,6.5
Chicopee,Chicopee River/Red Bridge Impoundment,42.17819838,-72.40808521,2008-07-10,4.7,6.2,19.4,113.0,72.0,7.0
Chicopee,Chicopee River/Red Bridge Impoundment,42.17819838,-72.40808521,2008-07-10,0.2,6.2,15.5,116.0,74.0,8.1
Chicopee,Chicopee River/Red Bridge Impoundment,42.17819838,-72.40808521,2008-07-10,-0.2,6.4,13.9,126.0,80.0,9.5
Chicopee,Chicopee River/Red Bridge Impoundment,42.17819838,-72.40808521,2008-07-10,-0.2,6.6,12.5,146.0,94.0,11.5
Chicopee,Turkey Hill Brook,42.26297752,-71.99318259,2008-07-18,8.7,7.1,19.0,135.0,87.0,0.3
Chicopee,Turkey Hill Brook,42.26297752,-71.99318259,2008-07-21,8.0,6.9,21.5,144.0,92.0,0.4
Chicopee,Sevenmile River,42.26477944,-72.00491606,2008-07-18,8.1,7.0,20.2,103.0,66.0,0.1
Chicopee,Sevenmile River,42.26477944,-72.00491606,2008-07-21,7.4,6.7,22.2,106.0,68.0,0.2
Chicopee,Sevenmile River,42.23246451,-72.0163834,2008-07-18,5.0,6.5,22.0,171.0,109.0,0.3
Chicopee,Sevenmile River,42.23246451,-72.0163834,2008-07-21,5.1,6.3,22.5,136.0,87.0,0.2
Chicopee,East Brookfield River,42.22570961,-72.04999618,2008-07-18,7.1,6.9,26.7,77.0,49.0,0.3
Chicopee,East Brookfield River,42.22570961,-72.04999618,2008-07-21,7.0,6.9,26.5,75.0,48.0,0.3
Chicopee,Forget-Me-Not Brook,42.24816753,-72.07425385,2008-07-18,8.3,7.0,18.7,318.0,204.0,0.1
Chicopee,Forget-Me-Not Brook,42.24816753,-72.07425385,2008-07-21,7.7,6.9,21.4,261.0,167.0,0.2
Chicopee,Forget-Me-Not Brook,42.2449869,-72.07374903,2008-07-18,7.6,7.6,22.1,571.0,365.0,0.2
Chicopee,Forget-Me-Not Brook,42.2449869,-72.07374903,2008-07-21,8.1,7.2,21.8,280.0,180.0,0.2
Chicopee,Dunn Brook,42.21540546,-72.07824828,2008-07-18,0.8,6.4,22.5,216.0,138.0,0.5
Chicopee,Dunn Brook,42.21540546,-72.07824828,2008-07-21,0.9,6.4,24.2,222.0,142.0,0.2
Chicopee,Quaboag River,42.18142994,-72.26354268,2008-07-18,8.5,8.1,27.2,135.0,86.0,0.5
Chicopee,Quaboag River,42.18142994,-72.26354268,2008-07-21,8.2,8.0,27.9,133.0,85.0,0.3
Chicopee,Chicopee Brook,42.1010427,-72.31335538,2008-07-21,8.1,6.8,23.2,125.0,80.0,0.2
Chicopee,Chicopee Brook,42.1010427,-72.31335538,2008-07-23,8.6,6.8,20.3,72.0,46.0,0.0
Chicopee,Chicopee Brook,42.1313561,-72.31002915,2008-07-21,8.4,6.8,24.9,140.0,89.0,0.1
Chicopee,Chicopee Brook,42.1313561,-72.31002915,2008-07-23,8.1,6.5,20.4,84.0,54.0,0.5
Chicopee,Twelvemile Brook,42.14809093,-72.40009284,2008-07-21,7.9,7.1,25.1,163.0,104.0,0.2
Chicopee,Twelvemile Brook,42.14809093,-72.40009284,2008-07-23,8.1,6.8,22.9,104.0,67.0,0.2
Chicopee,Chicopee River,42.16060737,-72.51019767,2008-07-21,8.0,7.1,26.4,144.0,92.0,0.3
Chicopee,Chicopee River,42.16060737,-72.51019767,2008-07-23,8.0,7.1,25.0,141.0,90.0,0.4
Chicopee,Chicopee River,42.15729931,-72.40951214,2008-07-21,8.9,7.1,25.8,132.0,85.0,1.3
Chicopee,Chicopee River,42.15729931,-72.40951214,2008-07-23,7.4,6.8,24.1,129.0,83.0,0.9
Chicopee,Chicopee River,42.17771167,-72.37458989,2008-07-21,8.7,7.3,25.8,154.0,98.0,0.5
Chicopee,Chicopee River,42.17771167,-72.37458989,2008-07-23,8.0,6.8,21.7,114.0,73.0,0.2
Chicopee,Quaboag River,42.17314464,-72.34600381,2008-07-21,8.8,7.4,26.5,171.0,109.0,
Chicopee,Quaboag River,42.17314464,-72.34600381,2008-07-23,7.6,6.7,21.5,121.0,78.0,0.4
Chicopee,Ware River,42.19155828,-72.34983401,2008-07-21,7.7,7.3,27.0,143.0,91.0,
Chicopee,Ware River,42.19155828,-72.34983401,2008-07-23,7.6,6.9,24.5,128.0,82.0,0.4
Chicopee,East Branch Ware River,42.45425813,-71.95072628,2008-07-18,8.1,6.8,20.8,79.0,51.0,
Chicopee,East Branch Ware River,42.45425813,-71.95072628,2008-07-21,7.5,6.6,22.3,80.0,51.0,
Chicopee,Burnshirt River,42.43628983,-72.05266962,2008-07-18,8.1,6.4,21.4,58.0,37.0,
Chicopee,Burnshirt River,42.43628983,-72.05266962,2008-07-21,7.7,6.4,23.0,56.0,36.0,
Chicopee,Ware River,42.42038826,-72.04817823,2008-07-18,7.2,6.4,22.2,104.0,67.0,
Chicopee,Ware River,42.42038826,-72.04817823,2008-07-21,7.0,6.4,23.0,92.0,59.0,
Chicopee,Prince River,42.40850857,-72.09668399,2008-07-18,7.8,6.4,19.0,277.0,177.0,
Chicopee,Prince River,42.40850857,-72.09668399,2008-07-21,7.6,6.4,20.8,156.0,100.0,
Chicopee,Ware River,42.39121389,-72.0645552,2008-07-18,7.9,6.7,23.7,108.0,69.0,
Chicopee,Ware River,42.39121389,-72.0645552,2008-07-21,7.6,6.6,24.4,111.0,71.0,
Chicopee,Moose Brook,42.37234805,-72.16222662,2008-07-18,7.7,6.9,23.5,88.0,57.0,
Chicopee,Moose Brook,42.37234805,-72.16222662,2008-07-21,7.6,7.0,24.4,88.0,56.0,
Chicopee,Ware River,42.34355006,-72.15714041,2008-07-18,7.5,6.6,24.2,118.0,76.0,
Chicopee,Ware River,42.34355006,-72.15714041,2008-07-21,7.1,6.7,24.6,133.0,85.0,
Chicopee,Ware River,42.32097918,-72.17469434,2008-07-21,9.2,7.1,25.2,129.0,82.0,
Chicopee,Ware River,42.32097918,-72.17469434,2008-07-23,7.0,6.5,22.8,116.0,75.0,
Chicopee,Ware River,42.31010851,-72.21195504,2008-07-21,8.0,7.2,25.4,125.0,80.0,
Chicopee,Ware River,42.31010851,-72.21195504,2008-07-23,7.4,6.7,22.5,117.0,75.0,
Chicopee,Ware River,42.23872578,-72.285755,2008-07-21,8.8,7.3,26.7,132.0,84.0,
Chicopee,Ware River,42.23872578,-72.285755,2008-07-23,7.6,6.9,24.2,125.0,80.0,
Chicopee,Swift River,42.2107065,-72.34642165,2008-07-21,9.1,6.8,19.1,53.0,34.0,
Chicopee,Swift River,42.2107065,-72.34642165,2008-07-23,9.2,6.7,17.4,53.0,34.0,
Chicopee,Swift River,42.24326567,-72.33476023,2008-07-21,11.1,6.5,13.7,52.0,33.0,
Chicopee,Swift River,42.24326567,-72.33476023,2008-07-23,9.5,6.3,13.6,59.0,38.0,
Chicopee,Swift River,42.26797538,-72.33276108,2008-07-21,10.5,6.4,13.6,48.0,30.0,
Chicopee,Swift River,42.26797538,-72.33276108,2008-07-23,10.4,6.5,13.5,52.0,33.0,
Chicopee,Jabish Brook,42.28281296,-72.39284073,2008-07-21,8.0,6.8,21.5,226.0,144.0,
Chicopee,Jabish Brook,42.28281296,-72.39284073,2008-07-23,8.4,6.5,20.0,145.0,93.0,
Chicopee,Sevenmile River,42.24999541,-72.0084457,2008-07-22,6.0,6.4,21.7,129.0,83.0,0.7
Chicopee,Quaboag River,42.22870146,-72.14937365,2008-07-22,2.4,6.4,25.5,133.0,85.0,0.4
Chicopee,Quaboag River,42.21007678,-72.24555871,2008-07-22,7.7,7.4,25.9,126.0,81.0,0.2
Chicopee,Quaboag River,42.19324712,-72.26392886,2008-07-22,8.0,7.7,25.7,127.0,81.0,0.4
Chicopee,Kings Brook,42.16171173,-72.26845965,2008-07-22,8.5,7.1,19.7,184.0,118.0,0.3
Chicopee,East Branch Ware River,42.45425813,-71.95072628,2008-07-22,7.9,6.7,21.7,83.0,53.0,0.1
Chicopee,Ware River,42.39041919,-72.08027064,2008-07-22,6.7,6.5,25.4,113.0,72.0,0.6
Chicopee,Ware River,42.28485171,-72.21589977,2008-07-22,8.6,7.7,24.8,133.0,85.0,0.1
Chicopee,Conant Brook,42.08471748,-72.31065881,2008-07-22,8.2,7.1,22.3,81.0,52.0,
Chicopee,Chicopee Brook,42.12431568,-72.30748854,2008-07-22,7.6,6.8,21.3,153.0,98.0,
